,year,capacity,diameter,revenues,q,p,Md,M,Q0,s_j,s_jd,s_0,cpi98,p98,p98in000,capaMB,lncapaMB,lnsjs0,lnsjd,_3inch,diameter_capacity,FirstYearOfDiameterCapacity,NofYearsInMktOfDiameterCapacity,year_diameter,FrontierCapacityOfDiameter,NofFirmsInDiameterCapacity,NofProductsInDiameter,NofFirmsInDiameter,FirstYearOfDiameter,NofYearsInMktOfDiameter
0,1983,1.0,3.5,0.5,1.5,0.33333334,5.0,1144.9000005722046,20.199999809265137,0.001310158,0.3,0.017643463,0.6110429,0.5455154,0.00054551545,15.0,2.7080503,-2.6002176,-1.2039728,1.0,3.5_1,1983,1.0,1983_3.5,1,8.0,10.0,8.0,1983.0,1.0
1,1983,4.0,5.25,2.299999952316284,1.0,2.3,1139.9000005722046,1144.9000005722046,20.199999809265137,0.0008734387,0.00087726995,0.017643463,0.6110429,3.7640562,0.0037640561,150.0,5.0106354,-3.0056827,-7.038696,0.0,5.25_4,1983,1.0,1983_5.25,4,6.0,64.0,42.0,1979.0,5.0
2,1983,1.0,5.25,542.0,1081.0,0.5013876,1139.9000005722046,1144.9000005722046,20.199999809265137,0.9441873,0.9483288,0.017643463,0.6110429,0.820544,0.000820544,15.0,2.7080503,3.9799592,-0.05305401,0.0,5.25_1,1979,5.0,1983_5.25,4,34.0,64.0,42.0,1979.0,5.0
3,1983,2.0,5.25,45.20000076293945,41.20000076293945,1.0970874,1139.9000005722046,1144.9000005722046,20.199999809265137,0.035985675,0.036143523,0.017643463,0.6110429,1.7954342,0.0017954343,45.0,3.8066626,0.7127556,-3.3202574,0.0,5.25_2,1982,2.0,1983_5.25,4,23.0,64.0,42.0,1979.0,5.0
4,1984,2.0,3.5,0.800000011920929,1.0,0.8,101.4000015258789,2578.6999406814575,43.2999986410141,0.0003877923,0.009861933,0.016791407,0.63742334,1.2550529,0.001255053,45.0,3.8066626,-3.7681527,-4.619073,1.0,3.5_2,1984,1.0,1984_3.5,2,4.0,24.0,20.0,1983.0,2.0
5,1984,1.0,3.5,23.399999618530273,66.30000305175781,0.35294116,101.4000015258789,2578.6999406814575,43.2999986410141,0.025710631,0.65384614,0.016791407,0.63742334,0.5536998,0.0005536998,15.0,2.7080503,0.4260373,-0.42488322,1.0,3.5_1,1983,2.0,1984_3.5,2,20.0,24.0,20.0,1983.0,2.0
6,1984,4.0,5.25,22.0,10.0,2.2,2477.2999391555786,2578.6999406814575,43.2999986410141,0.0038779231,0.004036653,0.016791407,0.63742334,3.4513955,0.0034513955,150.0,5.0106354,-1.4655676,-5.5123396,0.0,5.25_4,1983,2.0,1984_5.25,4,9.0,70.0,41.0,1979.0,6.0
7,1984,1.0,5.25,891.8999999761581,2164.599951148033,0.4120392,2477.2999391555786,2578.6999406814575,43.2999986410141,0.8394152,0.8737739,0.016791407,0.63742334,0.64641374,0.00064641377,15.0,2.7080503,3.9118383,-0.13493367,0.0,5.25_1,1979,6.0,1984_5.25,4,33.0,70.0,41.0,1979.0,6.0
8,1984,2.0,5.25,301.09998774528503,293.49998784065247,1.0258944,2477.2999391555786,2578.6999406814575,43.2999986410141,0.113817036,0.11847576,0.016791407,0.63742334,1.6094396,0.0016094396,45.0,3.8066626,1.9137249,-2.1330469,0.0,5.25_2,1982,3.0,1984_5.25,4,26.0,70.0,41.0,1979.0,6.0
9,1985,1.0,3.5,113.80000305175781,333.6000061035156,0.3411271,405.6000061035156,3486.400065973401,76.69999957084656,0.09568609,0.8224852,0.02199977,0.6601227,0.51676315,0.00051676313,15.0,2.7080503,1.4700409,-0.19542478,1.0,3.5_1,1983,3.0,1985_3.5,2,23.0,33.0,26.0,1983.0,3.0
10,1985,2.0,3.5,1.899999976158142,5.0,0.38,405.6000061035156,3486.400065973401,76.69999957084656,0.0014341441,0.012327416,0.02199977,0.6601227,0.5756506,0.0005756506,45.0,3.8066626,-2.7304637,-4.3959293,1.0,3.5_2,1984,2.0,1985_3.5,2,9.0,33.0,26.0,1983.0,3.0
11,1985,6.0,5.25,0.8999999761581421,0.20000000298023224,4.5,3080.8000598698854,3486.400065973401,76.69999957084656,5.7365763e-05,6.4918204e-05,0.02199977,0.6601227,6.8169146,0.006816915,400.0,5.9914646,-5.94934,-9.642383,0.0,5.25_6,1985,1.0,1985_5.25,6,5.0,83.0,42.0,1979.0,7.0
12,1985,1.0,5.25,850.4000121951103,2384.900048851967,0.3565768,3080.8000598698854,3486.400065973401,76.69999957084656,0.68405807,0.7741171,0.02199977,0.6601227,0.54016745,0.00054016744,15.0,2.7080503,3.4370108,-0.2560321,0.0,5.25_1,1979,7.0,1985_5.25,6,29.0,83.0,42.0,1979.0,7.0
13,1985,2.0,5.25,597.6000123023987,653.7000122070312,0.9141808,3080.8000598698854,3486.400065973401,76.69999957084656,0.1875,0.21218514,0.02199977,0.6601227,1.384865,0.001384865,45.0,3.8066626,2.142747,-1.5502961,0.0,5.25_2,1982,4.0,1985_5.25,6,31.0,83.0,42.0,1979.0,7.0
14,1985,4.0,5.25,71.5999984741211,32.29999923706055,2.2167182,3080.8000598698854,3486.400065973401,76.69999957084656,0.009264571,0.010484289,0.02199977,0.6601227,3.3580396,0.0033580395,150.0,5.0106354,-0.8648345,-4.5578775,0.0,5.25_4,1983,3.0,1985_5.25,6,18.0,83.0,42.0,1979.0,7.0
15,1986,2.0,3.5,8.699999809265137,21.700000762939453,0.40092164,1161.8999519348145,6042.799880981445,69.10000038146973,0.0035910506,0.018676307,0.011435096,0.67239267,0.5962612,0.0005962612,45.0,3.8066626,-1.1582425,-3.9804995,1.0,3.5_2,1984,3.0,1986_3.5,2,20.0,45.0,28.0,1983.0,4.0
16,1986,1.0,3.5,327.0,1086.199951171875,0.30104953,1161.8999519348145,6042.799880981445,69.10000038146973,0.1797511,0.93484807,0.011435096,0.67239267,0.44772875,0.00044772876,15.0,2.7080503,2.754886,-0.06737126,1.0,3.5_1,1983,4.0,1986_3.5,2,22.0,45.0,28.0,1983.0,4.0
17,1986,4.0,5.25,191.10000610351562,116.9000015258789,1.6347306,4880.899929046631,6042.799880981445,69.10000038146973,0.019345338,0.023950502,0.011435096,0.67239267,2.431214,0.002431214,150.0,5.0106354,0.5257642,-3.731766,0.0,5.25_4,1983,4.0,1986_5.25,6,24.0,85.0,36.0,1979.0,8.0
18,1986,1.0,5.25,885.4000244140625,3159.699951171875,0.2802165,4880.899929046631,6042.799880981445,69.10000038146973,0.52288675,0.64736015,0.011435096,0.67239267,0.4167453,0.00041674532,15.0,2.7080503,3.8226776,-0.4348525,0.0,5.25_1,1979,8.0,1986_5.25,6,20.0,85.0,36.0,1979.0,8.0
19,1986,2.0,5.25,1043.9000244140625,1580.5999755859375,0.66044545,4880.899929046631,6042.799880981445,69.10000038146973,0.26156747,0.32383373,0.011435096,0.67239267,0.9822318,0.0009822318,45.0,3.8066626,3.1300051,-1.1275251,0.0,5.25_2,1982,5.0,1986_5.25,6,28.0,85.0,36.0,1979.0,8.0
20,1986,6.0,5.25,25.100000381469727,8.600000381469727,2.9186046,4880.899929046631,6042.799880981445,69.10000038146973,0.0014231814,0.0017619702,0.011435096,0.67239267,4.3406253,0.0043406254,400.0,5.9914646,-2.0837924,-6.3413224,0.0,5.25_6,1985,2.0,1986_5.25,6,12.0,85.0,36.0,1979.0,8.0
21,1987,4.0,3.5,13.699999809265137,12.5,1.096,2763.699951171875,10059.599973678589,66.89999961853027,0.0012425941,0.0045229224,0.006650364,0.6969325,1.5726056,0.0015726056,150.0,5.0106354,-1.6774704,-5.398597,1.0,3.5_4,1987,1.0,1987_3.5,4,14.0,82.0,36.0,1983.0,5.0
22,1987,2.0,3.5,255.89999389648438,696.5,0.36740845,2763.699951171875,10059.599973678589,66.89999961853027,0.069237344,0.25201723,0.006650364,0.6969325,0.5271794,0.0005271794,45.0,3.8066626,2.3428688,-1.3782579,1.0,3.5_2,1984,4.0,1987_3.5,4,32.0,82.0,36.0,1983.0,5.0
23,1987,3.0,3.5,3.5,5.0,0.7,2763.699951171875,10059.599973678589,66.89999961853027,0.00049703766,0.001809169,0.006650364,0.6969325,1.0044014,0.0010044015,80.0,4.3820267,-2.593761,-6.3148875,1.0,3.5_3,1987,1.0,1987_3.5,4,12.0,82.0,36.0,1983.0,5.0
24,1987,1.0,3.5,515.0999755859375,1993.699951171875,0.25836384,2763.699951171875,10059.599973678589,66.89999961853027,0.1981888,0.721388,0.006650364,0.6969325,0.37071574,0.00037071574,15.0,2.7080503,3.3945484,-0.32657817,1.0,3.5_1,1983,5.0,1987_3.5,4,24.0,82.0,36.0,1983.0,5.0
25,1987,3.0,5.25,572.5999755859375,831.2000122070312,0.6888835,7295.900022506714,10059.599973678589,66.89999961853027,0.08262754,0.113927,0.006650364,0.6969325,0.9884508,0.0009884508,80.0,4.3820267,2.5196714,-2.1721973,0.0,5.25_3,1983,5.0,1987_5.25,7,21.0,99.0,31.0,1979.0,9.0
26,1987,6.0,5.25,78.9000015258789,39.599998474121094,1.9924244,7295.900022506714,10059.599973678589,66.89999961853027,0.003936538,0.0054277056,0.006650364,0.6969325,2.8588483,0.0028588483,400.0,5.9914646,-0.52436996,-5.216239,0.0,5.25_6,1985,3.0,1987_5.25,7,14.0,99.0,31.0,1979.0,9.0
27,1987,7.0,5.25,3.5999999046325684,1.0,3.6,7295.900022506714,10059.599973678589,66.89999961853027,9.940753e-05,0.00013706328,0.006650364,0.6969325,5.165493,0.005165493,750.0,6.6200733,-4.203199,-8.895068,0.0,5.25_7,1987,1.0,1987_5.25,7,8.0,99.0,31.0,1979.0,9.0
28,1987,4.0,5.25,460.5,376.70001220703125,1.2224581,7295.900022506714,10059.599973678589,66.89999961853027,0.03744682,0.05163174,0.006650364,0.6969325,1.7540553,0.0017540553,150.0,5.0106354,1.7282501,-2.9636188,0.0,5.25_4,1983,5.0,1987_5.25,7,22.0,99.0,31.0,1979.0,9.0
29,1987,2.0,5.25,1064.300048828125,2717.39990234375,0.39166117,7295.900022506714,10059.599973678589,66.89999961853027,0.27013,0.37245575,0.006650364,0.6969325,0.56197864,0.0005619786,45.0,3.8066626,3.7042317,-0.98763704,0.0,5.25_2,1982,6.0,1987_5.25,7,18.0,99.0,31.0,1979.0,9.0
30,1987,1.0,5.25,722.9000244140625,3319.10009765625,0.2178,7295.900022506714,10059.599973678589,66.89999961853027,0.32994354,0.45492676,0.006650364,0.6969325,0.31251234,0.00031251233,15.0,2.7080503,3.90425,-0.7876188,0.0,5.25_1,1979,9.0,1987_5.25,7,16.0,99.0,31.0,1979.0,9.0
31,1988,3.0,3.5,28.199999809265137,50.30000019073486,0.56063616,5920.899954795837,14072.399891138077,53.90000057220459,0.0035743725,0.00849533,0.0038301926,0.7257669,0.77247417,0.00077247416,80.0,4.3820267,-0.06912546,-4.7682385,1.0,3.5_3,1987,2.0,1988_3.5,4,13.0,82.0,35.0,1983.0,6.0
32,1988,1.0,3.5,822.7999725341797,3802.9999389648438,0.2163555,5920.899954795837,14072.399891138077,53.90000057220459,0.2702453,0.642301,0.0038301926,0.7257669,0.29810604,0.00029810605,15.0,2.7080503,4.256415,-0.4426982,1.0,3.5_1,1983,6.0,1988_3.5,4,22.0,82.0,35.0,1983.0,6.0
33,1988,4.0,3.5,94.20000171661377,110.40000343322754,0.8532609,5920.899954795837,14072.399891138077,53.90000057220459,0.007845144,0.018645816,0.0038301926,0.7257669,1.175668,0.001175668,150.0,5.0106354,0.7169796,-3.9821336,1.0,3.5_4,1987,2.0,1988_3.5,4,16.0,82.0,35.0,1983.0,6.0
34,1988,2.0,3.5,629.7999877929688,1935.2000122070312,0.3254444,5920.899954795837,14072.399891138077,53.90000057220459,0.13751741,0.32684222,0.0038301926,0.7257669,0.4484145,0.0004484145,45.0,3.8066626,3.5808353,-1.1182778,1.0,3.5_2,1984,5.0,1988_3.5,4,29.0,82.0,35.0,1983.0,6.0
35,1988,4.0,5.25,680.4000091552734,723.5000228881836,0.94042844,8151.499936342239,14072.399891138077,53.90000057220459,0.051412698,0.08875667,0.0038301926,0.7257669,1.2957721,0.001295772,150.0,5.0106354,2.59697,-2.4218566,0.0,5.25_4,1983,6.0,1988_5.25,7,20.0,89.0,24.0,1979.0,10.0
36,1988,2.0,5.25,882.6000061035156,3226.7999267578125,0.27352175,8151.499936342239,14072.399891138077,53.90000057220459,0.2292999,0.39585352,0.0038301926,0.7257669,0.37687272,0.00037687272,45.0,3.8066626,4.092116,-0.926711,0.0,5.25_2,1982,7.0,1988_5.25,7,14.0,89.0,24.0,1979.0,10.0
37,1988,3.0,5.25,591.5,1034.6999816894531,0.5716633,8151.499936342239,14072.399891138077,53.90000057220459,0.073526904,0.1269337,0.0038301926,0.7257669,0.78766793,0.00078766793,80.0,4.3820267,2.9547362,-2.0640905,0.0,5.25_3,1983,6.0,1988_5.25,7,17.0,89.0,24.0,1979.0,10.0
38,1988,6.0,5.25,414.29999923706055,288.7000045776367,1.4350537,8151.499936342239,14072.399891138077,53.90000057220459,0.020515336,0.035416797,0.0038301926,0.7257669,1.9772929,0.0019772928,400.0,5.9914646,1.6782576,-3.340569,0.0,5.25_6,1985,4.0,1988_5.25,7,13.0,89.0,24.0,1979.0,10.0
39,1988,7.0,5.25,41.80000162124634,17.399999856948853,2.402299,8151.499936342239,14072.399891138077,53.90000057220459,0.0012364628,0.0021345764,0.0038301926,0.7257669,3.3100145,0.0033100145,750.0,6.6200733,-1.1306603,-6.149487,0.0,5.25_7,1987,2.0,1988_5.25,7,11.0,89.0,24.0,1979.0,10.0
40,1988,1.0,5.25,569.8000183105469,2828.5,0.20144954,8151.499936342239,14072.399891138077,53.90000057220459,0.20099628,0.34699136,0.0038301926,0.7257669,0.27756783,0.00027756783,15.0,2.7080503,3.9603713,-1.0584553,0.0,5.25_1,1979,10.0,1988_5.25,7,10.0,89.0,24.0,1979.0,10.0
41,1989,4.0,3.5,370.8000068664551,666.5000114440918,0.5563391,10698.79992890358,18394.299918055534,98.19999814033508,0.03623405,0.062296707,0.00533861,0.76073617,0.73131675,0.00073131674,150.0,5.0106354,1.9150339,-2.7758467,1.0,3.5_4,1987,3.0,1989_3.5,6,23.0,95.0,35.0,1983.0,7.0
42,1989,1.0,3.5,771.1999969482422,3824.699951171875,0.20163673,10698.79992890358,18394.299918055534,98.19999814033508,0.20792854,0.3574887,0.00533861,0.76073617,0.26505473,0.00026505472,15.0,2.7080503,3.662229,-1.0286516,1.0,3.5_1,1983,7.0,1989_3.5,6,17.0,95.0,35.0,1983.0,7.0
43,1989,2.0,3.5,1595.7999877929688,5656.199951171875,0.2821329,10698.79992890358,18394.299918055534,98.19999814033508,0.30749744,0.5286761,0.00533861,0.76073617,0.37086827,0.00037086828,45.0,3.8066626,4.0535016,-0.63737935,1.0,3.5_2,1984,6.0,1989_3.5,6,27.0,95.0,35.0,1983.0,7.0
44,1989,6.0,3.5,9.600000381469727,8.0,1.2,10698.79992890358,18394.299918055534,98.19999814033508,0.00043491734,0.0007477474,0.00533861,0.76073617,1.5774195,0.0015774195,400.0,5.9914646,-2.5075645,-7.1984453,1.0,3.5_6,1989,1.0,1989_3.5,6,9.0,95.0,35.0,1983.0,7.0
45,1989,3.0,3.5,259.1999931335449,536.5000152587891,0.48313138,10698.79992890358,18394.299918055534,98.19999814033508,0.029166644,0.050145812,0.00533861,0.76073617,0.63508403,0.00063508406,80.0,4.3820267,1.6980604,-2.9928203,1.0,3.5_3,1987,3.0,1989_3.5,6,16.0,95.0,35.0,1983.0,7.0
46,1989,8.0,5.25,2.5,1.100000023841858,2.2727273,7695.499989151955,18394.299918055534,98.19999814033508,5.9801136e-05,0.00014294068,0.00533861,0.76073617,2.9875367,0.0029875366,1500.0,7.3132205,-4.491696,-8.853081,0.0,5.25_8,1989,1.0,1989_5.25,8,9.0,84.0,22.0,1979.0,11.0
47,1989,1.0,5.25,349.8000030517578,1875.4000244140625,0.1865202,7695.499989151955,18394.299918055534,98.19999814033508,0.101955496,0.24370086,0.00533861,0.76073617,0.24518383,0.00024518382,15.0,2.7080503,2.9495711,-1.4118137,0.0,5.25_1,1979,11.0,1989_5.25,8,6.0,84.0,22.0,1979.0,11.0
48,1989,6.0,5.25,718.2999725341797,590.0000076293945,1.2174575,7695.499989151955,18394.299918055534,98.19999814033508,0.032075156,0.07666818,0.00533861,0.76073617,1.6003677,0.0016003677,400.0,5.9914646,1.7931165,-2.5682685,0.0,5.25_6,1985,5.0,1989_5.25,8,13.0,84.0,22.0,1979.0,11.0
49,1989,2.0,5.25,929.8000183105469,3530.3999633789062,0.2633696,7695.499989151955,18394.299918055534,98.19999814033508,0.19192903,0.4587616,0.00533861,0.76073617,0.3462036,0.0003462036,45.0,3.8066626,3.5821602,-0.7792246,0.0,5.25_2,1982,8.0,1989_5.25,8,13.0,84.0,22.0,1979.0,11.0
50,1989,4.0,5.25,478.99998474121094,573.5999908447266,0.8350767,7695.499989151955,18394.299918055534,98.19999814033508,0.031183572,0.07453707,0.00533861,0.76073617,1.0977218,0.0010977219,150.0,5.0106354,1.7649261,-2.5964587,0.0,5.25_4,1983,7.0,1989_5.25,8,17.0,84.0,22.0,1979.0,11.0
51,1989,7.0,5.25,251.50000381469727,142.0999984741211,1.7698804,7695.499989151955,18394.299918055534,98.19999814033508,0.0077252192,0.018465336,0.00533861,0.76073617,2.3265364,0.0023265365,750.0,6.6200733,0.36952487,-3.99186,0.0,5.25_7,1987,3.0,1989_5.25,8,13.0,84.0,22.0,1979.0,11.0
52,1989,3.0,5.25,405.8999938964844,891.6000061035156,0.45524898,7695.499989151955,18394.299918055534,98.19999814033508,0.048471536,0.11585992,0.00533861,0.76073617,0.5984321,0.00059843215,80.0,4.3820267,2.2060113,-2.1553733,0.0,5.25_3,1983,7.0,1989_5.25,8,13.0,84.0,22.0,1979.0,11.0
53,1990,7.0,3.5,7.5,6.699999809265137,1.119403,16202.099999427795,22467.099972248077,151.89999961853027,0.00029821382,0.00041352664,0.006760997,0.8018405,1.396042,0.001396042,750.0,6.6200733,-3.121115,-7.7907887,1.0,3.5_7,1990,1.0,1990_3.5,7,5.0,103.0,35.0,1983.0,8.0
54,1990,3.0,3.5,744.0999908447266,2162.3999633789062,0.3441084,16202.099999427795,22467.099972248077,151.89999961853027,0.0962474,0.13346417,0.006760997,0.8018405,0.4291482,0.0004291482,80.0,4.3820267,2.6557515,-2.0139222,1.0,3.5_3,1987,4.0,1990_3.5,7,19.0,103.0,35.0,1983.0,8.0
55,1990,4.0,3.5,1343.4000244140625,2657.4999389648438,0.5055127,16202.099999427795,22467.099972248077,151.89999961853027,0.11828407,0.16402194,0.006760997,0.8018405,0.6304405,0.0006304405,150.0,5.0106354,2.8619187,-1.8077551,1.0,3.5_4,1987,4.0,1990_3.5,7,26.0,103.0,35.0,1983.0,8.0
56,1990,2.0,3.5,2131.800048828125,9297.10009765625,0.22929731,16202.099999427795,22467.099972248077,151.89999961853027,0.41380954,0.5738207,0.006760997,0.8018405,0.28596374,0.00028596373,45.0,3.8066626,4.1142354,-0.5554383,1.0,3.5_2,1984,7.0,1990_3.5,7,25.0,103.0,35.0,1983.0,8.0
57,1990,6.0,3.5,22.800000190734863,21.899999618530273,1.041096,16202.099999427795,22467.099972248077,151.89999961853027,0.00097475864,0.0013516766,0.006760997,0.8018405,1.2983829,0.0012983829,400.0,5.9914646,-1.9367357,-6.6064095,1.0,3.5_6,1989,2.0,1990_3.5,7,12.0,103.0,35.0,1983.0,8.0
58,1990,1.0,3.5,378.3000030517578,2054.5,0.1841324,16202.099999427795,22467.099972248077,151.89999961853027,0.09144482,0.12680455,0.006760997,0.8018405,0.22963719,0.0002296372,15.0,2.7080503,2.6045654,-2.0651083,1.0,3.5_1,1983,8.0,1990_3.5,7,13.0,103.0,35.0,1983.0,8.0
59,1990,1.0,5.25,158.4000015258789,920.6999969482422,0.17204301,6264.999972820282,22467.099972248077,151.89999961853027,0.04097992,0.1469593,0.006760997,0.8018405,0.21456015,0.00021456015,15.0,2.7080503,1.8019118,-1.9175996,0.0,5.25_1,1979,12.0,1990_5.25,8,6.0,86.0,24.0,1979.0,12.0
60,1990,6.0,5.25,608.8999786376953,598.4000091552734,1.0175468,6264.999972820282,22467.099972248077,151.89999961853027,0.026634501,0.09551477,0.006760997,0.8018405,1.269014,0.001269014,400.0,5.9914646,1.371037,-2.3484745,0.0,5.25_6,1985,6.0,1990_5.25,8,14.0,86.0,24.0,1979.0,12.0
61,1990,4.0,5.25,290.8999938964844,384.59999084472656,0.75637025,6264.999972820282,22467.099972248077,151.89999961853027,0.017118365,0.061388668,0.006760997,0.8018405,0.9432927,0.0009432927,150.0,5.0106354,0.9289814,-2.79053,0.0,5.25_4,1983,8.0,1990_5.25,8,15.0,86.0,24.0,1979.0,12.0
